ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,
1,45:45:00,A2-2,L4-3,Parent,"Okay, so how many of Pete's friends have a piece of pizza? Wait, should we? Let's repeat the question again.",,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,
1,45:56:00,A2-2,L4-3,Robot,How many slices of pizza would be left if 2 of Pete's friends ate their slices?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:02:00,A2-2,L4-3,Parent,I think he's counting all of his friends. And 2 then...how many are there left?,,1,1,,,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,1,,
1,46:08:00,A2-2,L4-3,Child,"There'd be 1, 2 left.",,,,,,,,,1,,1,,2,1,,,1,,,,,,1,,,,,,,,,,,,,
1,46:13:00,A2-2,L4-3,Parent,"Okay, see if you are right.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:18:00,A2-2,L4-3,Robot,"If Pete's friends ate 2 slices, there would only be 2 left for the group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:23:00,A2-2,L4-3,Parent,"Good job! Out of sight, [mubling], just right. In the end, the perfect pizza is a pizza shared with friends.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,58:42:00,A2-3,L3-3,Robot,"Where can you see more fingers, on the shadow foxes or the little girl's hand?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58:49:00,A2-3,L3-3,Child,The little girl's hand,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
1,58:58:00,A2-3,L3-3,Robot,"The little girl has more fingers than the shadow, strange.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:05:00,A2-3,L3-3,Parent,Fingers over here than over there.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:07:00,A2-3,L3-3,Child,"Yeah, very strange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:01:00,A2-3,L2-2,Robot,Can you count how many sticker rings grandma has on her fingers?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:07:00,A2-3,L2-2,Child,"1, 2, 3, 4, 5, 6, 7",,,,,,,,,1,,,1,7,,1,,1,,,,,,,,,,,,,,,,,,,
1,54:16:00,A2-3,L2-2,Robot,I see that she has 8 rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:19:00,A2-3,L2-2,Parent,"You counted too fast. Can you count them again? So she has 1, 2, 3, 4 and 1, 2, 3, 4. She has four on each hand. You are close!",,1,,,,,,,,,,,4,,1,,1,,,,,,,,,1,,,,,1,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
