ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,,,,,,,,,,,
9,28:04:00,A2-2,L1-3,Parent,How many of Pete's friends are green? Out of all Pete's friends? How many is that? Can you tell Misty?,,1,,,,,,1,,,,,2,1,,,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
9,28:11:00,A2-2,L1-3,Child,Two.,,,,,,,,,1,,1,,2,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28:12:00,A2-2,L1-3,Researcher,"If you want to listen to Misty's response, you have the option?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28:15:00,A2-2,L1-3,Parent,And then we can see if you got it right.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28:17:00,A2-2,L1-3,Robot,Pete has two friends who are green. One is a frog and the other is an alligator.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28:23:00,A2-2,,Parent,"It's that right?. It's a party, a party, a pepperoni pizza party. But everyone did not agree. And this cat is playing pin the tail on the unicorn. Which cat is that? Callie yeah. Callie said pepperoni would be just fine, but I really love pretzels on mine. Have you ever had pretzels on a pizza? Let's show Misty this tag and see what she has to say. She is blinking yellow again. Pete and the gang were puzzled. Pretzels. Well, that's something new. But maybe pretzels could be groovy too Does Pete like to say groovy?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29:28:00,A2-2,,Researcher,Let's try this again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29:32:00,A2-2,,Child,Groovy too,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29:36:00,A2-2,L2-2,Robot,How many pretzels can you see in the picture?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29:39:00,A2-2,L2-2,Parent,How many pretzels does Callie have?,,1,,,,,,,,,,,4,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
9,29:42:00,A2-2,L2-2,Child,One,,,,,,,,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29:43:00,A2-2,L2-2,Parent,Just one in her hand? Can how many in the bag it is a big bag How many can we see in the bag?,,1,,,,,,,,,,,4,,1,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
9,29:54:00,A2-2,L2-2,Child,Four.,,,,,,,,,1,,1,,4,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29:55:00,A2-2,L2-2,Parent,Yeah.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9,29:57:00,A2-2,L2-2,Robot,I can see five pretzels in total.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30:01:00,A2-2,,Parent,I think I think Misty is counting the picture of the pretzel on the bag too. Maybe pretzels could be groovy too. It's a party a party a pepperoni pizza party. We have a new tag we can show Misty.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9,30:16:00,A2-2,,Child,Hey watch is the alligator..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30:21:00,A2-2,,Parent,Is that a fun thing to do?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30:29:00,A2-2,L1-4,Robot,Can you count the number of Pete's friends in the pool in an animal shaped floaty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30:34:00,A2-2,L1-4,Parent,"In an animal shaped floaty? Yeah, so is a pizza floaty an animal shaped floaty? How many let's just do the ones in animal is this an animal shape floating? So",,1,,,,,,,,,,,4,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
9,30:57:00,A2-2,L1-4,Child,"1,2,3,4",,,,,,,,,1,,1,,4,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30:58:00,A2-2,L1-4,Parent,Four because pizza and stripes and flowers aren't animal shaped. Let's see what Missy has to say.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
9,31:05:00,A2-2,L1-4,Robot,Four of Pete's friends are in animal shaped floaties That looks like fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31:11:00,A2-2,,Parent,Does it look like fun to be in the pool. What was that?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31:15:00,A2-2,,Child,A flamingo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31:15:00,A2-2,,Parent,"A Flamingo aren't flamingos fun? Squirrel said pepperoni and pretzels would be just fine. But I really love pistachios on mine. Pete and the gang were puzzled. pistachios. Well, that's something new but maybe pistachios could be groovy too. We have another tag should we see what Misty has to ask you.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31:40:00,A2-2,L2-3,Robot,Can you count the total number of pretzels on the pizza and table?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31:45:00,A2-2,L2-3,Parent,The total on the pizza and the table?,,1,,,,,,,,,,,9,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,31:48:00,A2-2,L2-3,Child,"1,2,3,4,5,6,7,8,9?",,,,,,,,,1,,1,,9,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31:56:00,A2-2,L2-3,Parent,"Yeah, let's see what Misty has to say.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9,32:01:00,A2-2,L2-3,Robot,There are nine pretzels on the pizza and table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32:04:00,A2-2,,Parent,Did you get the same answer as Misty? Yeah. It's a party a party a pepperoni pretzel pistachio pizza party. Should we see what Misty has to say about this one.,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,32:20:00,A2-2,L3-1,Robot,We can see that there are two guitars here. What number comes after two?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32:25:00,A2-2,L3-1,Child,Three.,,,,,,,,,1,,1,,3,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32:26:00,A2-2,L3-1,Parent,Should we see what Misty has to say,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,32:28:00,A2-2,L3-1,Robot,Those guitars look like fun. The number three comes after two.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32:34:00,A2-2,,Parent,Yeah. Grumpy Toad said pepperoni pretzels and pistachios would be just fine. But I really love,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32:44:00,A2-2,,Child,Pickles on mine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32:45:00,A2-2,,Parent,"Yeah, should we say what Misty has to say about that?",,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,32:52:00,A2-2,L2-4,Robot,How many pretzels are on the pizza now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32:55:00,A2-2,L2-4,Parent,How many pretzels are on the pizza now? Just on the pizza?,,1,,,,,,,,,,,6,,1,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
9,33:00:00,A2-2,L2-4,Child,"1,2,3,4,5,6,7",,,,,,,,,1,,,1,7,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33:03:00,A2-2,L2-4,Parent,Let's try again,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,33:05:00,A2-2,L2-4,Child,"1,2,3,4,5,6",,,,,,,,,1,,1,,6,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33:08:00,A2-2,L2-4,Parent,Yeah.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9,33:09:00,A2-2,L2-4,Child,7,,,,,,,,,1,,,1,7,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33:10:00,A2-2,L2-4,Parent,no.,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9,33:11:00,A2-2,L2-4,Child,8,,,,,,,,,1,,,1,8,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33:12:00,A2-2,L2-4,Parent & Child,"1,2,3,4,5,6.",,1,,,,,,,1,,1,,6,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
9,33:18:00,A2-2,L2-4,Parent,There we go. Let's see what Missy has to say.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33:22:00,A2-2,L2-4,Robot,I see six pretzels on the pizza.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33:24:00,A2-2,,Parent,"Oh, yeah. Pete and the gang are puzzled. Pickles. Well, that's something new but maybe pickles could be groovy too. It's a party, a party of pepperoni pretzel, pistachio pickle pizza party. Do you see what Misty has to say?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33:47:00,A2-2,L3-2,Robot,Are there more cats or alligators?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33:50:00,A2-2,L3-2,Parent,Are there more cats or more alligators?,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
9,33:54:00,A2-2,L3-2,Child,More cats?,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33:55:00,A2-2,L3-2,Parent,"Yeah, should we see what Misty has to say.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9,34:02:00,A2-2,L3-2,Robot,That game looks fun. It looks like there are more cats than alligators.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34:07:00,A2-2,L3-2,Parent,"How many cats are there? Yeah, which cats?",,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9,34:10:00,A2-2,L3-2,Child,Pete and Callie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34:18:00,A2-2,,Parent,"Gus said pepperoni, pretzels pistachios and pickles would be just fine, but I really love popcorn on mine. Yeah. Pete and the gang were puzzled. popcorn. Well, that's something new, but maybe popcorn could be groovy too. Should we what see what Misty has to say about this picture?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34:40:00,A2-2,L4-1,Robot,How many pickles would be left on the pizza if Pete ate two of them?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34:44:00,A2-2,L4-1,Parent,Oh wow. How many? How many pickles would be left on the pizza. If Pete ate two of them,,1,,,,,,,,,,,5,,1,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,
9,34:52:00,A2-2,L4-1,Child,"1,2,3,4,5,6,7",,,,,,,,,1,,,1,7,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34:55:00,A2-2,L4-1,Parent,There are seven pickles on the pizza. So if Pete ate two of them How many would be left?,,1,,,,,,,,,,,5,,1,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,
9,35:02:00,A2-2,L4-1,Child,"1,2,3,4,5,6",,,,,,,,,1,,,1,6,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35:05:00,A2-2,L4-1,Parent,Wait can you count again?,,1,,,,,,,,,,,5,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,35:12:00,A2-2,L4-1,Child,"1,2,3,4,5",,,,,,,,,1,,1,,5,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35:13:00,A2-2,L4-1,Parent,"Yeah, so Pete ate if there were seven pickles and Pete ate two of them then there would be.",,1,,,,,,,,,,,5,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
9,35:19:00,A2-2,L4-1,Child,Five,,,,,,,,,1,,1,,5,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35:19:00,A2-2,L4-1,Parent,"Yeah, let's see what Misty has to say.",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35:22:00,A2-2,L4-1,Robot,"Since there are seven pickles on the pizza, if pete ate two there would be five left.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35:28:00,A2-2,,Parent,"Oh. Oh yeah. It's a party, a party, a pepperoni, pretzel, pistachio, pickle, popcorn pizza party. This is Pete's Pizza party bus Should we see what Misty has to say?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35:44:00,A2-2,L3-3,Robot,Pete and his friends have six balloons. What number comes after six?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35:49:00,A2-2,L3-3,Child,Seven.,,,,,,,,,1,,1,,7,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35:50:00,A2-2,L3-3,Parent,"Yeah, should we see?",,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9,35:53:00,A2-2,L3-3,Robot,"If there was one more than six balloons, there would be seven balloons.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35:59:00,A2-2,,Parent,"Alligator said Pepperoni, pretzels, pistachios, pickles and popcorn would be just fine but I really love Do you know what that is? Papaya on mine. Does that look like you usually have canned papaya don't you. That's what a whole fresh papaya looks like. Yeah. Now Pete and the gang. Were really puzzled papaya. Well, that's something new but maybe papaya could be groovy too. Who do we get to ask? Who do we get to ask what they think?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,36:46:00,A2-2,L4-2,Robot,"If we took away three of the snacks on the table, how many would there be left?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,36:51:00,A2-2,L4-2,Parent,"Oh wow. Look at all these bags of snacks we have, how many bags of snacks do we have?",,1,,,,,,,,,,,6,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
9,36:56:00,A2-2,L4-2,Child,"1,2,3,4,5,6,7.",,,,,,,,,1,,,1,7,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37:02:00,A2-2,L4-2,Parent,Let's try again.,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,37:04:00,A2-2,L4-2,Child,"1,2,3,4,5,6.",,,,,,,,,1,,1,,6,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37:08:00,A2-2,L4-2,Parent,And if we took away three of them. How many would we have left?,,1,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,
9,37:13:00,A2-2,L4-2,Child,"1,2,3.",,,,,,,,,1,,1,,3,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37:13:00,A2-2,L4-2,Parent,Should we see if Misty thinks so?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
9,37:17:00,A2-2,L4-2,Robot,"There are six snacks on the table now. So if we took away three of them, there would be three snacks left",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37:27:00,A2-2,,Parent,"A bounce house. It's a party a party a pepperoni pretzel, pistachio pickle popcorn papaya pizza party. Let's see what Misty has to say about",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37:43:00,A2-2,L3-4,Robot,Are there more friends in the bouncy house or outside of the bouncy house?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37:50:00,A2-2,L3-4,Child,They're the same number.,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37:52:00,A2-2,L3-4,Parent,Wow. Let's see if Misty has the same answer.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37:58:00,A2-2,L3-4,Robot,Three friends inside and three friends outside. So there are equal amounts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,38:04:00,A2-2,,Parent,"What! Pete and the gang pile the pepperoni, pretzels, pistachios, pickles, popcorn and papaya on top. The pizza was so high they had to stop. Ding! the pizza was done. Trying something new might be fun. But then they all built up the courage to take first bite and the pepperoni pretzel pistachio pickle popcorn papaya pizza was..",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,38:38:00,A2-2,L4-3,Robot,How many papayas would there be if Pete the cat added two more to the pizza?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,38:43:00,A2-2,L4-3,Parent,So how many papayas do we have now?,,1,,,,,,,,,,,2,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9,38:46:00,A2-2,L4-3,Child,Two.,,,,,,,,,1,1,,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,38:46:00,A2-2,L4-3,Parent,And Pete added two more. How many papayas? Are you sure? Let's count them up.,,1,,,,,,,,,,,4,,1,,,,,,,1,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,
9,38:52:00,A2-2,L4-3,Child,Four.,,,,,,,,,1,,1,,4,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,38:53:00,A2-2,L4-3,Parent,"Yeah, let's count them up. Yeah, let's see if Misty has the same answer.",,1,,,,,,,,,,,4,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9,39:02:00,A2-2,L4-3,Robot,If Pete added two more papayas there would be four on the pizza now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,39:07:00,A2-2,,Parent,"Okay, and the pepperoni pretzels, pistachio pickled popcorn papaya pizza was out of sight dynamite just right. In the end. The perfect pizza is a pizza shared with friends. that says heartburn relief on it. I think it's a joke. It's medicine. Let's ask. Let's ask Misty.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,39:33:00,A2-2,L4-4,Robot,How many friends would Pete have at his party if he invited three more friends?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,39:38:00,A2-2,L4-4,Parent,"Okay, let's see how many friends does Pete have as at his party right now?",,1,,,,,,,,,,,6,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
