ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,
10,26:13:00,,,Parent,wake up Ms to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26:15:00,,,Researcher,wake up Misty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26:17:00,,,Parent,zzzs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26:25:00,,,Researcher,you're easy to wake up in the morning. Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26:30:00,,,Parent,we're earlier than moms ready for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26:38:00,,,Robot,it's great to see you. It's so nice to meet you. I'm looking forward to spending time with you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26:50:00,,,Child,He looks funny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26:52:00,,,Parent,"Okay, so",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26:56:00,,,Researcher,the standard process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26:58:00,A2-1,,Robot,my friends at UW Madison prepared a booklet so I can teach you what I can do. One thing you need to know about me is that I sometimes have difficulty understanding what you say. So the best way to communicate with me is through some special tags can you first show me the special tag on the back of the book named read with Misty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,27:24:00,A2-1,,Researcher,"Youcan start here ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,27:27:00,A2-1,,Parent,Misty has a thought to share,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,27:32:00,A2-1,,Robot,perfect now you know how to let me know which book you want to read. Oh you can start reading the book named read with Misty to me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,27:51:00,A2-1,,Child,this,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,27:56:00,A2-1,,Robot,how many cats can you see on the bottom of this page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28:03:00,A2-1,,Child,3,,,,,,,,,1,,1,,3,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
10,28:06:00,A2-1,,Parent,"okay, i see i see oh okay to hear mistys his response to the question.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28:15:00,A2-1,,Robot,I can see 3 cats there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28:17:00,A2-1,,Researcher,"Okay, it's a little bit laggy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28:19:00,A2-1,,Parent,"press the left front button,",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10,28:21:00,A2-1,,Researcher,"but so so that means every time Misty has a thought to share we can scan the tag and then Misty will have it you have an option to listen to the response by clicking this one button. Okay, yeah.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28:32:00,A2-1,,Parent,Misty has another thought.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,29:23:00,A2-1,,Robot,Would you like to start reading together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,29:25:00,A2-1,,Researcher,here we go. It's just a little slow okay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,29:34:00,A2-1,,Parent,"So we press this and so yes, yes. Yes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,29:39:00,,,Researcher,I think for some reason I think the network makes it slow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,29:59:00,,,Parent,So Misty only listens when we press the button. We're not confusing Misty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,30:04:00,,,Researcher,Exactly Okay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,30:59:00,,,Child,good that does not look like good pizza so I don't want it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:04:00,,,Parent,to chocolate pizza.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:05:00,,,Parent,Yummu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:05:00,,,Parent,On a pizza?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:09:00,,,Child,Not like that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:11:00,,,Parent,"you don't like rocks on your pizza. No, I don't think I would either. What about watermelon pizza? Yeah. Oh I bet you  like this one. baked bean pizza.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:30:00,,,Child,like that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:31:00,,,Parent,"onions pepperoni, broccoli,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:33:00,,,Child,Do you like pepperoni. Do you like apples on your pizza.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:44:00,,,Parent,I don't really like apples on my pizza maybe if it's a fruit pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,31:49:00,,,Child,you like cupcakes on your pizza?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32:04:00,,,Parent,misty can read with us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32:41:00,,,Child,mommy I wanna go to to the Circus with georgie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32:45:00,,,Parent,Circus is closed Misty took a nap in the charger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32:50:00,,,Child,why?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32:50:00,,,Parent,She was tired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32:57:00,,,Child,she taken the nap in the bed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,33:01:00,,,Parent,"No, he was just an instructor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,33:04:00,,,Child,Is he is he awake? Pete the cat and the perfect pizza party. DOes it hurt when I touch it. I see what they're doing speak on the car.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,33:44:00,,,Parent,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,33:50:00,,,Child,doesnt know what to do? I see what theyre doing there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,35:19:00,,,Parent,if you need to move the hotspot to a different plugins there's more over by the kitchen to if that helps okay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,35:28:00,,,Child,I'm so sorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,35:29:00,,,Parent,No I'm sorry we're just not good internet spot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,35:33:00,,,Researcher,no worries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,35:36:00,,,Child,This is not the book we have because it's different pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,35:40:00,,,Parent,its different pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,35:59:00,,,Researcher,if that works we can change it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,36:18:00,,,Child,sprinkles on your bread. it has to have this it has to have this page on the bottle no slippers. Wheres misty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,37:40:00,,,Parent,theyre going to try the other room and see if that works better for misty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,38:01:00,,,Child,Oh what's this book called?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,38:08:00,,,Parent,How to catch a Santa Claus. Let's just how to surprise a dad. Let's learn how to babysit a grandpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,38:26:00,,,Child,Why is he babysitting Grandpa. is it okay if I go see the robot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,38:53:00,,,Parent,just make sure you keep your distance they can do their work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,39:17:00,A2-1,,Robot,it's so nice to meet you. I'm looking forward to spending time with my friends at UW Madison preparing a booklet so I can teach you what I can do. One thing you need to know about me is that I sometimes have difficulty understanding what you say. So the best way to communicate with these are some special tags. Can you first show me the special tag on the back with the name? Read with me now you don't have let me know which book you want to read. You can start reading the book names would you like to start reading together. would you like to start reading together .check out how to pause continuous quick on each number eight. You don't have to interact with me. We can read the numbers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,41:00:00,A2-1,,Researcher,"Okay, I think it's working. Why don't we do it here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,41:11:00,A2-1,,Robot,when you're ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,41:14:00,A2-1,,Parent,the table or I can get another table or a chair.Tell us tell me what will be helpful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,41:19:00,A2-1,,Researcher,"Okay, yeah, whatever you feel really comfortable way I think sorry, tutorial first just to recap a little bit I want to show this to taglet at the back of the book. you see a little tag here, we would like you to read as as natural as you want And when you encounter a tag like this, that means you have the option to provide some questions or comments after reading and then there's always an option that you can respond from this here or repeat it But the question could be this",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,42:16:00,,,Parent,can you tell us where we are?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,42:29:00,A2-2,,Robot,You want to read Pete The Cat in the perfect pizza party?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,42:35:00,A2-2,,Parent,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,42:37:00,A2-2,,Robot,Let's start reading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,42:43:00,A2-2,,Parent,In the perfect pizza party. Pete the cat loves pizza. Pete the cat loves parties to Pete had an idea of what he could do,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,43:06:00,A2-2,L1-1,Robot,Can you count the number of trees?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,43:11:00,A2-2,L1-1,Parent,Can you count the number of trees on these pages?,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
10,43:15:00,A2-2,L1-1,Child,1,,,,,,,,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
10,43:20:00,A2-2,L1-1,Robot,"1, there is 1 tree next to the red house.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,43:25:00,A2-2,,Parent,He could have the perfect pizza party. You're invited to the fun pizza. petes Pizza party fun music games. Bring your swimsuit. Why would you need a swimsuit and pizza party?,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,43:38:00,A2-2,,Child,"Well, they might go swimming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,43:42:00,A2-2,L1-2,Robot,Can you count the number of animals having whiskers on the page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,43:46:00,A2-2,L1-2,Parent,How many animals have whiskers?,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
10,43:48:00,A2-2,L1-2,Child,two,,,,,,,,,1,,,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,43:49:00,A2-2,L1-2,Parent,two animals have Whiskers?,,1,,,,,,,,,,,2,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
10,43:51:00,A2-2,L1-2,Child,"No. Pete, dog, dog and cat.",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,43:57:00,A2-2,L1-2,Parent,But you told me how many animals have whiskers on the page.,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
10,44:03:00,A2-2,L1-2,Robot,Between the duck and Pete only Pete has whiskers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,44:08:00,A2-2,,Parent,"There's two whiskers but one animal that has whiskers petes the only animal that has whiskers Yeah, yeah. Pete's friends have all arrived. It was time to build the perfect pizza together. That that would make the pizza even better. Pete thought the perfect pizza would be pepperoni with extra cheese. With  pizza.  What's your favorite kind of pizza?",1,1,,,,,,,,,,,2,1,,,,,,,,,,,,,1,,,,,,,1,,,,,
10,44:36:00,A2-2,L2-1,Robot,Can you count the number of pepperonis Pete has on the pizza so far.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,44:43:00,A2-2,L2-1,Parent,Lets try again,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
10,44:44:00,A2-2,L2-1,Child,"1, 2, 3, 4, 5, 6",,,,,,,,,1,,,1,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,
10,44:51:00,A2-2,L2-1,Robot,I counted seven pepperoni slices. I love pepperoni.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,44:56:00,A2-2,L2-1,Parent,Is that what you had? want to try again?,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
10,44:59:00,A2-2,L2-1,Child,"1, 2, 3, 4, 5, 6, 7",,,,,,,,,1,,1,,7,,1,,1,,,,,,,,,,,,,,,,,,,,,,
10,45:05:00,A2-2,,Parent,"Okay, it's the party a party it's a pepperoni pizza party",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,45:12:00,A2-2,,Child,look at a pepperoni pizza party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,45:18:00,A2-2,L1-3,Robot,how many of Pete's friends are not green?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,45:25:00,A2-2,L1-3,Parent,"Okay, which how many are not green? 1, 2, 3 You tell it how many do you think",,1,,,,,,,,,,,3,1,,,,1,,,,,,,1,,,,,,,,,,,,,,
10,45:39:00,A2-2,L1-3,Child,3,,,,,,,,,1,,1,,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,45:40:00,A2-2,L1-3,Robot,Pete has 3 friends who are not all green? He has so many friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,45:45:00,A2-2,,Parent,". But not everybody agree. Kelly said pepperoni will be just fine, but I really love pretzels on mine. pete in and the gang were puzzled pretzels. Well, that's something new but maybe pretzels could be groovy too.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,46:09:00,A2-2,L2-2,Robot,How many animals are wearing a hat?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,46:11:00,A2-2,L2-2,Child,"1, 2, 3, 4, 4 animals",,,,,,,,,1,,,1,4,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
10,46:21:00,A2-2,L2-2,Robot,there are 6 animals wearing a hat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,46:25:00,A2-2,L2-2,Parent,"Yeah, can you find the ones you missed?",,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
10,46:26:00,A2-2,L2-2,Child,"1, 2, 3, 4, 5, 6.",,,,,,,,,1,,1,,6,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
10,46:38:00,A2-2,,Parent,"It's a party, a party, a pepperoni pizza party",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,46:47:00,A2-2,L1-4,Robot,Can you count the number of cats in the pool?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,46:53:00,A2-2,L1-4,Child,"1, 2 There's two cats in the pizza party in this in the pool.",,,,,,,,,1,,1,,2,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
10,47:05:00,A2-2,L1-4,Robot,I see 2 cats in the pool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,47:12:00,A2-2,,Parent,We're also pepperoni and pretzels would be just fine. But I really love pistachio on mINE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,47:18:00,A2-2,,Child,I love  PISTACHIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,47:21:00,A2-2,,Parent,"I don't think you've ever had a pistachio. Do you know which one is a pistachio? Yeah, it's a nut. have we had a green nut before.",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,47:32:00,A2-2,,Child,I want to try it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,47:34:00,A2-2,,Parent,"have to get some from the store. Pete And the gang were puzzled pistachio? Well, that's something new but maybe pistachio could be groovy too.",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,47:43:00,A2-2,L2-3,Robot,Can you count the total number of pretzels on the pizza and table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,47:48:00,A2-2,L2-3,Child,"1, 2, 3, 4, 5, 6, 7, 8 Theres 8 on the pizza",,,,,,,,,1,,,1,8,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
10,47:58:00,A2-2,L2-3,Robot,there are 9 pretzels on the pizza and table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,48:01:00,A2-2,L2-3,Child,"Oops, it hasn't.",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,48:02:00,A2-2,L2-3,Parent,I don't think this one's count. But try again.,,1,,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,
10,48:04:00,A2-2,L2-3,Child,"1, 2, 3, 4, 5, 6, 7, 8, 9",,,,,,,,,1,,1,,9,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
10,48:10:00,A2-2,L2-3,Parent,I don't think we count these because they're just a picture of pretzels. It is a little confusing. Now you try,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,
10,48:17:00,A2-2,L2-3,Child,"1, 2, 3, 4, 5, 6, 7, 8 , 9, 10",,,,,,,,,1,1,,,10,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
10,48:26:00,A2-2,L2-3,Parent,"Yeah, I counted 9. 1, 2, 3, 4, 5, 6, 7, 8, 9. Misty and I got the same number. It's a party it's a party. Pepperoni pizza pistachio party.",1,1,,,,,,,,,,,9,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
10,48:42:00,A2-2,L3-1,Robot,We can see that there are 2 guitars here. What number comes after 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,48:48:00,A2-2,L3-1,Child,3,,,,,,,,,1,,1,,3,1,,,,,,,1,,,,,,,,,,,,,,,,,,
10,48:51:00,A2-2,L3-1,Robot,those guitars look like fun. The number 3 comes after 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,48:59:00,A2-2,,Parent,"pizza pretzels and pistachio would be fine, but I really love",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49:04:00,A2-2,,Child,"pickles on mine, I love pickles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49:09:00,A2-2,,Parent,pete and the gang were puzzled pickles. Well that's something new but maybe pickles could be groovy too,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49:15:00,A2-2,L2-4,Robot,how many pretzels are on the pizza now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49:21:00,A2-2,L2-4,Parent,How many pretzels are on the pizza now?,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,
10,49:25:00,A2-2,L2-4,Child,"1, 2, 3, 4, 5, 6, 7",,,,,,,,,1,,,1,7,,1,,,1,,,,,,,,,,,,,,,,,,,,,
10,49:28:00,A2-2,L2-4,Parent,you're right last time it asked you to the table and the pizza this one is just asking for the just the pizza,,1,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,
10,49:33:00,A2-2,L2-4,Child,"1, 2, 3, 4, 5, 6, 7 There's 7",,,,,,,,,1,,,1,7,,1,,,1,,,,,,,,,,,,,,,,,,,,,
10,49:40:00,A2-2,L2-4,Robot,I see 6 pretzels on the pizza. Yummy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49:43:00,A2-2,L2-4,Child,"1, 2, 3, 4, 5, 6, 6. I can't even",,,,,,,,,1,1,,,6,,1,,,1,1,,,,,,,,,,,,,,,,,,,,
10,49:54:00,A2-2,L2-4,Robot,i see 6 pretzels on the pizza yummy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49:58:00,A2-2,L2-4,Parent & Child,"3, 4, 5, 6. 6 pizza",,1,,,,,,,1,,1,,6,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,
10,50:05:00,A2-2,,Parent,"it's a party to party. It's a pepperoni pizza pretzel, pistachio pickle pizza party.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,50:17:00,A2-2,L3-2,Robot,Are there more cats or alligators?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,50:22:00,A2-2,L3-2,Child,more cats,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
