ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,
1,28:02:00,A2-1,,Researcher,"Yeah, I think it's a little lagging it's a technical issue I'm sorry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28:08:00,A2-1,,Child,"Oh, like",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28:10:00,A2-1,,Researcher,"I will fix this, you turn it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28:17:00,A2-1,,Child,"Okay, now I'm just trying to [sinc]. Hello I got Misty, as you [mubling]. Okay, so I think he's waking up. [mubling]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29:23:00,A2-1,,Parent,I like sleep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29:25:00,A2-1,,Child,Why is he still asleep? [mubling] Are you waking up?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29:40:00,A2-1,,Robot,Hi. It's so nice to meet you. I'm looking forward to spending time with you. My friends at UW Madison prepared a booklet so I can teach you what I can do. One thing you You need to know about me is that I sometimes have difficulty understanding what you say. So the best way to communicate with it is through some special tags. Can you first show me the special tag on the back of the book named Read with Misty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30:15:00,A2-1,,Child,"Okay, read with Misty.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30:19:00,A2-1,,Parent,"ooh green light, wow.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30:22:00,A2-1,,Robot,"Perfect, now you know how to let me know which book you want to read. You can start reading the book named read with Misty to me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30:30:00,A2-1,,Child,"Okay, so what do we do?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30:33:00,A2-1,,Parent,"We read this, so let's go to this page, remember we were on this one?",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30:39:00,A2-1,,Robot,How many cats can you see on the bottom of this page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30:42:00,A2-1,,Parent,How many cats again?,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,
1,30:43:00,A2-1,,Child,"1, 2, 3",,,,,,,,,1,,1,,3,1,,,1,,,,,,,,,,,,,,,,,,,
1,30:45:00,A2-1,,Parent,"Alright, what's the answer?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30:51:00,A2-1,,Parent,[press bumper] turn green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30:54:00,A2-1,,Robot,I can see three cats there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31:00:00,A2-1,,Parent,Misty has another thought to share show the tag to Misty now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31:07:00,A2-1,,Robot,Would you like to start reading together?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31:09:00,A2-1,,Child,Sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31:10:00,A2-1,,Parent,"To tell Misty to repeat, press the right-front bumper now. You wanna press that? [child press] Good job.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,31:19:00,A2-1,,Robot,Would you like to start reading together?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31:21:00,A2-1,,Child,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31:23:00,A2-1,,Parent,"To tell Misty yes, press the left-front bumper now. [child press] Good job.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,31:30:00,A2-1,,Robot,"Great. You can check out how to pause, continue, and quit on page number eight. Now that you know how to interact with me, we can read another book.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31:41:00,A2-1,,Parent,"Okay, so it's Oh yeah. And we would like to pause press the rear...?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31:46:00,A2-1,,Robot,What what book would you like to read? You can show me the tag on its back when you've decided.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31:52:00,A2-1,,Parent,If you would like to continue press the front bumper. If you'd like to quit press the rear left bumper. Okay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:01:00,A2-1,,Child,"Okay, which bumper should we press?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:04:00,A2-1,,Parent,So now we have to show a tag to a book.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:08:00,A2-2,,Researcher,Which one do you want to start?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:09:00,A2-2,,Parent,"Pete the cat, or How to babysit a grandma?",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:14:00,A2-2,,Child,This one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:14:00,A2-2,,Parent,"Yeah, we like Pete the Cat. Okay. All right. Do you see this?",,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:19:00,A2-2,,Child,"Yes, yes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:20:00,A2-2,,Parent,If you're sure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:22:00,A2-2,,Robot,You want to read Pete the cat and the perfect pizza party?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:26:00,A2-2,,Child,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:27:00,A2-2,,Parent,"You got to click, click yes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:36:00,A2-2,,Robot,We can begin reading now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:37:00,A2-2,,Parent,"Oh, I think we have to scan it right to read it? Okay.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:48:00,A2-2,,Child,Okay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:49:00,A2-2,,Parent,There you go.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:56:00,A2-2,L1-1,Robot,Can you count the number of houses?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32:59:00,A2-2,L1-1,Child,"1, 2",,,,,,,,,1,,1,,2,1,,,1,,,,,,,,,,,,,,,,,,,
1,33:00:00,A2-2,L1-1,Parent,"Good job, and then push the button for the answer",,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,33:04:00,A2-2,L1-1,Child,This one?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33:08:00,A2-2,L1-1,Parent,Did you get it turn green?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33:11:00,A2-2,L1-1,Robot,"1, 2. I see two different colors of houses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33:24:00,A2-2,,Parent,Are we doing this right?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33:25:00,A2-2,,Researcher,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33:29:00,A2-2,L1-2,Robot,Can you name three different colors that are on the page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33:33:00,A2-2,L1-2,Child,Yellow and red,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1,33:35:00,A2-2,L1-2,Parent,Three different colors.,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
1,33:38:00,A2-2,L1-2,Child,"White, Black, red, blue, yellow.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1,33:44:00,A2-2,L1-2,Parent,That's 5. If you want the answer you got to click this one. Yep.,,1,,,,,,,,,,,5,,1,,,,,,,,,,,,1,,,,,,,,,
1,33:52:00,A2-2,L1-2,Robot,"Three colors that I see our yellow, blue, and black.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34:07:00,A2-2,,Child,"Okay, so don't we do it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34:09:00,A2-2,L2-1,Robot,Can you count the number of friends Pete has at his party?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34:13:00,A2-2,L2-1,Child,"1, 2, 3, 4, 5.",,,,,,,,,1,,1,,5,,1,,1,,,,,,,,,,,,,,,,,,,
1,34:22:00,A2-2,L2-1,Robot,Pete has five friends who showed up to the party. That is so nice of them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34:29:00,A2-2,,Child,It's difficult for [mubling],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34:37:00,A2-2,L1-3,Robot,How many of Pete's friends are green out of all his friends?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34:43:00,A2-2,L1-3,Child,"1, 2.",,,,,,,,,1,,1,,2,1,,,1,,1,,,,,,,,,,,,,,,,,
1,34:46:00,A2-2,L1-3,Parent,And then...?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34:55:00,A2-2,L1-3,Robot,Pete has 2 friends who are green. One is a frog and the other as an alligator.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35:00:00,A2-2,,Researcher,"And just to clarify here a little bit so like, you can read the books as you want, there is no right or wrong way to read it just like",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35:09:00,A2-2,,Parent,"Yeah, not gonna read the book because he knows that there's",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35:14:00,A2-2,,Researcher,"You can naturally read whatever you want and then like, you know, like, answer the questions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35:19:00,A2-2,,Parent,You want me to read the book to you before we do the answer the question?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35:23:00,A2-2,,Parent,"Okay. Do you want to start over, or from here?",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35:23:00,A2-2,,Child,Yeah.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35:27:00,A2-2,,Child,I want to start over.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35:29:00,A2-2,,Parent,"Alright. We're at that page. Don't forget alright. Okay. We'll read until we get caught up to that page. Pete the cat loves Pizza. Pete the cat loves parties too. Pete had an idea of what he could do. He would have the perfect pizza party. Pete's friends all arrived. It was time to build the perfect pizza together. That would make the pizza even better. Pete thought the perfect pizza wouldn't be pepperoni with extra cheese. It's a party a party and pepperoni pizza party. But everyone did not agree. Callie said pepperoni would be just fine, but I really love pretzels on mine. You put pretzels on your pizza?",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36:15:00,A2-2,,Child,No!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36:16:00,A2-2,,Parent,"Pete and the gang were puzzled. Pretzels? While that's something new, but maybe pretzels could be groovy too. Let's..",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36:28:00,A2-2,,Child,"how, yeah.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36:31:00,A2-2,L2-2,Robot,How many animals are wearing a hat?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36:34:00,A2-2,L2-2,Child,"1, 2, 3",,,,,,,,,1,,,1,3,1,,,1,,1,,,,,,,,,,,,,,,,,
1,36:40:00,A2-2,L2-2,Parent,Are you done counting? How many animals are wearing a hat?,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,
1,36:46:00,A2-2,L2-2,Child,"1, 2, 3, 4, 5.",,,,,,,,,1,,,1,5,,1,,1,,1,,,,,,,,,,,,,,,,,
1,36:52:00,A2-2,L2-2,Parent,"Okay, see if you're right.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36:58:00,A2-2,L2-2,Robot,There are 6 animals wearing a hat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:01:00,A2-2,L2-2,Parent,This guy.,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,
1,37:02:00,A2-2,L2-2,Child,Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:08:00,A2-2,,Parent,"It's party, a party, a pepperoni pretzel pizza party. What are they doing?",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:14:00,A2-2,,Child,"In the pool, in the pool, being in the pool.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:18:00,A2-2,,Parent,What are they doing in the pool?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:21:00,A2-2,,Child,[mubling],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:21:00,A2-2,L1-4,Robot,Can you count the number of pizzas friends in the pool in an animal shaped floaty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:27:00,A2-2,L1-4,Child,"1, 2, 3, 4, 5, 6.",,,,,,,,,1,,,1,6,,1,,1,,1,,,,,,,,,,,,,,,,,
1,37:32:00,A2-2,L1-4,Parent,Do you want her to repeat the question? I don't think you listen very well. Let's listen one more time.,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,
1,37:39:00,A2-2,L1-4,Robot,Can you count the number of pizzas friends in the pool in an animal shaped floaty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:45:00,A2-2,L1-4,Parent,Animal shaped floaty.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:46:00,A2-2,L1-4,Child,Floaty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:49:00,A2-2,L1-4,Parent,Can you count them?,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:50:00,A2-2,L1-4,Child,"1, 2, 3, 4, 5, 6.",,,,,,,,,1,,,1,6,,1,,1,,1,,,,,,,,,,,,,,,,,
1,37:54:00,A2-2,L1-4,Parent,"Okay, see if you're right.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37:59:00,A2-2,L1-4,Robot,4 of Pete's friends are an animal shaped floaties. That looks like fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38:05:00,A2-2,L1-4,Parent,"These 2 are not animal shaped floaties, so you shouldn't count those ones. These are just regular. These ones are animal. 1, 2, 3, 4. We are close! Alright, squirrel said pepperoni and pretzels would be just fine. I really love pistachios on mine. Pete again were puzzled. Pistachios? Well, that's something new but maybe pistachio could be groovy too.",1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,1,,
1,38:37:00,A2-2,,Parent,"Can you eat pistachios? They are one of your safe nuts. You can eat pistachios, pistachios and cashews.",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38:50:00,A2-2,L2-3,Robot,The alligator has some sharp teeth. Can you count the number of teeth he has?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38:56:00,A2-2,L2-3,Child,"1, 2, 3, 4, 5, 6, 7.",,,,,,,,,1,,,1,7,,1,,1,,,,,,,,,,,,,,,,,,,
1,39:05:00,A2-2,L2-3,Robot,Looks like the alligator has 8 teeth. He probably has more in his mouth too.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39:11:00,A2-2,L2-3,Parent,Do you wanna try counting them again? Maybe count the ones on the bottom and the top.,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,
1,39:17:00,A2-2,L2-3,Child,"1, 2, 3, 4, 5, 6, 7, 8.",,,,,,,,,1,,1,,8,,1,,,,,,,,,,,,,,,,,,,,,
1,39:24:00,A2-2,L2-3,Parent,"There you go. You got it. Alright, it's party, a party, and pepperoni pretzel pistachio pizza party.",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39:39:00,A2-2,L3-1,Robot,I see 6 animals dancing on the page. What number comes after 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39:46:00,A2-2,L3-1,Child,7?,,,,,,,,,1,,1,,7,,1,,,,,,1,,,,,,,,,,,,,,,
1,39:48:00,A2-2,L3-1,Parent,Are you sure? Check the answer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39:54:00,A2-2,L3-1,Robot,There are 6 animals on the page. The number after 6 would be 7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39:59:00,A2-2,L3-1,Parent,Good job! You knew it!,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,40:04:00,A2-2,,Parent,"Grumpy Toad said pepperoni pretzels and pistachios will be just fine, but I really love pickles on mine. Pete and the gang were puzzled. Pickles? Well that's something new, but maybe pickles could be groovy too. You said yum. Do you like pickles? Would you use pickles on a pizza?",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40:27:00,A2-2,,Child,Yep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40:31:00,A2-2,L2-4,Robot,How many pickles did Toad bring?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40:34:00,A2-2,L2-4,Child,"1, 2, 3, 4, 5.",,,,,,,,,1,,1,,5,,1,,1,,,,,,,,,,,,,,,,,,,
1,40:44:00,A2-2,L2-4,Robot,Toad brought 5 pickles to put on the pizza. It is so silly of him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40:50:00,A2-2,L2-4,Parent,You did it!,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,40:51:00,A2-2,,Child,Why?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40:53:00,A2-2,,Parent,"it's a party, a party, a pepperoni pretzel pistachio pickle pizza party. What are they playing?",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41:03:00,A2-2,,Child,beanbag toss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41:11:00,A2-2,L3-2,Robot,Are there more cats or alligators?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41:16:00,A2-2,L3-2,Child,They are more cats....and more alligators.,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
1,41:28:00,A2-2,L3-2,Parent,Are there more cats or alligators?,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,
1,41:32:00,A2-2,L3-2,Child,There are more cats.,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
1,41:34:00,A2-2,L3-2,Parent,"Okay, see if you are right.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41:39:00,A2-2,L3-2,Robot,That game looks fun. It looks like there are more cats than alligators.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41:44:00,A2-2,L3-2,Parent,Good job! Where's the cats?,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,41:46:00,A2-2,L3-2,Child,[point],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41:47:00,A2-2,,Parent,"Yep. Gut said pepperoni, pretzels, pistachios and pickles will be just fine, but I really love popcorn on mine. pete and the gang were puzzled. Popcorn? Well, that's something new. But maybe popcorn could be groovy too.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42:08:00,A2-2,,Parent,[Child] loves popcorn.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42:16:00,A2-2,L4-1,Robot,How many friends would Pete have at the party if 1 more friend joined?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42:21:00,A2-2,L4-1,Child,"1, 2, 3, 4, 5, 6, 7.",,,,,,,,,1,,,1,7,,1,,1,,,,,1,,,,,,,,,,,,,,
1,42:29:00,A2-2,L4-1,Parent,"Alright, see if you are right.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42:34:00,A2-2,L4-1,Robot,"Pete has 5 friends at the party, so if 1 more friend joined he would have 6 friends. That looks like fun.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42:41:00,A2-2,L4-1,Parent,"Pete can't be his own friend. I guess he could be, but they didn't count Pete.",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,
1,42:49:00,A2-2,L4-1,Child,Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42:50:00,A2-2,,Parent,"It's a party, a party, pepperoni, pretzel, pistachio, pickle, popcorn pizza party.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43:00:00,A2-2,L3-3,Robot,Pete and his friends have 6 balloons. What number comes after 6?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43:05:00,A2-2,L3-3,Child,7,,,,,,,,,1,,1,,7,,1,,,,,,1,,,,,,,,,,,,,,,
1,43:09:00,A2-2,L3-3,Robot,"If there was 1 more than 6 balloons, there would be 7 balloons.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
