ID,Timestamp,Conversation,Question Bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,
11,23:08,A2-2,L2-1,Robot,I counted seven pepperoni slices. I love pepperoni.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23:15,A2-2,L2-1,Parent,"We likePepperoni, too. It's a party, a party, a pepperoni pizza party.",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23:29,A2-2,L1-3,Robot,How many of Pete's friends are green out of all his friends?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23:34,A2-2,L1-3,Child,two,,,,,,,,,1,,1,,2,1,,,,1,1,,,,,,,,,,,,,,,,,
11,23:35,A2-2,L1-3,Parent,"Yeah, too.",,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,1,,,,,,,,
11,23:38,A2-2,L1-3,Robot,Pete has two friends who are green. One is a frog and the other is an alligator.,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
11,23:43,A2-2,,Parent,"Let's see it says but everyone did not agree. Oh, Kelly said pepperoni would be just fine. But I really love pretzels on mine. I've never tried that",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,24:01:00,A2-2,L2-2,Robot,how many pretzels Can you see in the picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,24:09:00,A2-2,L2-2,Parent,do you want to try to count them,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
11,24:16:00,A2-2,L2-2,Robot,I can see five pretzels in total.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,24:21:00,A2-2,,Parent,pete and the gang. We're puzzled. Pretzels. That's something new but maybe pretzels could be groovy too. They look a little dubious. Don't think they're saying hmm it's a party. It's a party a pepperoni pretzel pizza party. Look robot.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,24:50:00,A2-2,L1-4,Robot,Can you count the number of cats in the pool?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,25:01:00,A2-2,L1-4,Parent,mhmm mhmm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,25:01:00,A2-2,L1-4,Robot,I see two cats in the pool.,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
11,25:07:00,A2-2,,Parent,"Squirrel said pepperoni and pretzels would be just fine. But I really love pistachios on mine pete and the gang were puzzled. pistachios. Well, that's something new that maybe pistachios could be groovy too. It's a party, a party, a pepperoni pretzel pistachio pizza party",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,25:33:00,A2-2,L3-1,Robot,I see six animals dancing on the page. What number comes after six?,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
11,25:39:00,A2-2,L3-1,Child,Seven,,,,,,,,,,,1,,7,,1,,,,,,1,,,,,,,,,,,,,,,
11,25:45:00,A2-2,L3-1,Parent,"Yeah, you can push it.",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11,25:48:00,A2-2,L3-1,Robot,There are six animals on the page. The number after six would be seven.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,25:54:00,A2-2,,Parent,"Yeah, look [child] they have a band grumpy Toad said pepperoni pretzels and pistachios would be just fine. But I would really love pickles on mine",1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,26:12:00,A2-2,L2-4,Robot,how many pickles did Toad bring?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,26:21:00,A2-2,L2-4,Parent,Too many pickles for a pizza.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,26:29:00,A2-2,L2-4,Robot,Toad brought five pickles to put on the pizza. It is so silly of him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,26:35:00,A2-2,,Parent,"I guess. pete and the gang we're puzzled. pickles Wow, that's something new. But maybe pickles could be groovy too. It's a party a party a pepperoni pizza pistachio pickle pizza party. Ah I think this is like a ball toss. They're trying to toss the balls into the holes",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,27:03:00,A2-2,L3-2,Robot,are there more squares or circles on the board where they are throwing the balls to,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
11,27:12:00,A2-2,L3-2,Parent & Child,"one two squares. And one. Yeah, one interesting shape. Is like Yeah,",,,,,,,,,1,,1,,2,1,,,1,,,1,,,,,,,,,,,,,,,,
11,27:27:00,A2-2,L3-2,Robot,I wish I could play that game. There are more squares on the board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,27:37:00,A2-2,L3-2,Parent,robot wasn't counting these circles though.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,27:44:00,A2-2,,Parent,"Okay, I said pepperoni pretzels. Pistachios and pickles would be just fine. But I really love popcorn on mine. Pete And the gang, were puzzled popcorn. Well, that's something new, but maybe popcorn could be groovy too. Okay, let's show there's something for the robot to see",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,28:08:00,A2-2,L4-1,Robot,"how many pickles would be left on the pizza if Pete ate two of them. Since there are seven pickles on the pizza, if pete ate two there would be five left.",,,,,,,,,,,,,7,,1,,,,,,,,1,,,,,,,,,,,,,
11,28:25:00,A2-2,L4-1,Child,Hes Alive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,28:27:00,A2-2,,Parent,"Yeah. He's talking to us and reading with us currently. Oh, can you shake hands? Maybe not. I think I think he understands best through these symbols. Maybe he doesn't understand when we talk to him very well. It's a party a party a pepperoni, pretzel, pistachio pickle popcorn pizza party",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,29:00:00,A2-2,L3-3,Robot,which one of Pete's friends is third on the bus?,,,,,,,,,,,,,3,1,,,,,,,1,,,,,,,,,,,,,,,
11,29:12:00,A2-2,L3-3,Robot,Seems like Toad is third on the bus.,,,,,,,,,,,,,3,1,,,,,,,1,,,,,,,,,,,,,,,
11,29:18:00,A2-2,,Parent & Child,"Yeah, I guess so. Yeah, good. Nowadays then. Should we see what the robot says? Okay, let's show robot that.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,29:34:00,A2-2,L4-2,Robot,"If we took away three of the snacks on the table, how many would there be left? There are six snacks on the table now. So if we took away three of them, there would be three snacks left.",,,,,,,,,,,,,6,,1,,,,,,,,1,,,,,,,,,,,,,
11,29:51:00,A2-2,,Parent,"Alligators said pepperoni, pretzels, pistachios, pickles and popcorn would be just fine. But I really love papaya on mine. Ooh, We now peed in the game we're really puzzled papaya well that's something new but maybe papaya could be groovy to bounce house. It's a party a party a pepperoni pizza pistachio pickle popcorn papaya pizza",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,30:22:00,A2-2,L3-4,Robot,Are there more friends in the bouncy house or outside of the bouncy house there are three friends inside and three friends outside. So there are equal amounts,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,
11,30:41:00,A2-2,,Parent,"pete and the gang, pile the pepperoni pretzels and pistachios, pickles popcorn and papaya on top. The pizza was so high they had to stop doing the pizza was done. Trying something new might be fun. They all built up the courage to take the first bite",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,31:03:00,A2-2,L4-3,Robot,"How many slices of pizza would be left if two of Pete's friends ate their slices. If Pete's friends ate two slices, there would only be two left for the group.",,,,,,,,,,,,,2,1,,,,,,,,,1,,,,,,,,,,,,,
11,31:20:00,A2-2,,Parent,"And the pepperoni pretzel pistachio can go popcorn papaya pizza was out of sight. Dynamite just right. In the end, the perfect pizza was a pizza shared with friends",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,31:40:00,A2-2,L4-4,Robot,how many animals would be wearing hats if we took away one of them?,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,
11,31:50:00,A2-2,L4-4,Parent,You want to have a guess before we push the button or even figure it out.,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11,31:57:00,A2-2,L4-4,Child,"1, 2, 3",,,,,,,,,1,,,1,3,,,1,1,,,,,,,,,,,,,,,,,,,
11,32:03:00,A2-2,L4-4,Robot,"if we took away one hat, there would be five left.",,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,
11,32:07:00,A2-2,L4-4,Parent,I think we missed this guy.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
11,32:08:00,A2-2,,Robot,You finished the book. Hurry. Read some more today.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,32:15:00,A2-3,,Parent,"Yeah, you want to do how to babysitter grandma. That looks good. Okay. Okay, Misty. We'd like to read this one.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,32:25:00,A2-3,,Researcher,And then we'll encourage you to try to work with the problem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,32:29:00,A2-3,,Robot,What would you like to read? You can show me the tag on its back when you've decided. You want to read how to babysit a grandma? Yes. Yes. Let's start reading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,32:50:00,A2-3,,Parent,"Okay. They look like they're fine. How to be the same? When you babysit grandma, if you're lucky. It's a sleepover at her house. This little child's parents are dropping her off. She's gonna spend the night at Grandma's house. How looks fine. I've never done that before. [child].",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,33:19:00,A2-3,L1-1,Robot,Can you count the number of bees flying by the flowers?,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
11,33:23:00,A2-3,L1-1,Parent,"bees by the flowers. How many little [child]? Is that a bee? Yeah, so you found I think you've found all of them. You Yeah, you got it.",,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,
11,33:40:00,A2-3,L1-1,Robot,I see two bees as well. Great job.,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
11,33:45:00,A2-3,,Parent,"Oh, I did. Oh, sorry. I'll let you push it next time. What should you do when you get to her door put on a disguise and say guess who not with a secret not only she knows. Tap Tap tap? If you like cats meow. If you like dogs bark if you'd like goldfish. When she opens the door shout grandma. Your babysitter is here.",1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34:12:00,A2-3,L1-2,Robot,How many bows are there in the little girl's hair?,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
11,34:15:00,A2-3,L1-2,Child,two,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,
11,34:21:00,A2-3,L1-2,Parent,"Yeah, got it again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
11,34:26:00,A2-3,L1-2,Robot,There are two red bows.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34:30:00,A2-3,,Parent,"Hug your mom and dad goodbye and say don't be sad. I'll be home soon. Now tell your grandma all the fun things you have planned. How to keep a grandma busy. Go to the park pick snickerdoodles have a costume parade. Go to the park to feed the ducks. Do yoga, do a family picture. Oh look at family pictures. Go to the practice, swim, play hide and seek s go to the practice like have a dancing puppet show. Read stacks of books, go to the practice, take photos, do puzzles buy cards. As the babysitter you need to let her choose So of course Misty",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,35:06:00,A2-3,L2-1,Robot,How many times did the little girl said go to the park?,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
11,35:09:00,A2-3,L2-1,Parent,"Oh my gosh, so many were you keeping track",,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11,35:13:00,A2-3,L2-1,Child,well no,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11,35:18:00,A2-3,L2-1,Parent,"how many do you think? More than once, right twice? Yeah, maybe even more than that. Yeah, let's should we find out the answer? Okay. Do you want me to read it to you again and then you know Not particularly. Alright, can I push the button there you push the button.",,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,
11,35:46:00,A2-3,L2-1,Robot,The little girl said go to the park for five times.,,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,
11,35:50:00,A2-3,,Parent,"I guess they really love the park. She wants to go to the park. What to do at the park. Slide down the bumpy side and the twirly slide if she's feeling braved by the tallest slide of all, push your grandma on the swing, but not too high. Remind her to pump her legs. Feed the ducks show her how to help the shy ones get some food don't forget good babysitter's always say five more minutes before it's time to go.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,36:24:00,A2-3,L1-3,Robot,How many ducks have green necks?,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,
11,36:26:00,A2-3,L1-3,Parent,So you're supposed to try to count first? Green next.,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,
11,36:34:00,A2-3,L1-3,Child,"1, 2, 3, 4",,,,,,,,,,,1,,4,,1,,1,1,,,,,,,,,,,,,,,,,,
11,36:38:00,A2-3,L1-3,Parent,"Oh, yeah, one of them's a question mark. We can't see his neck. It could be three or four. Okay, let's see what robot thinks.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
11,36:49:00,A2-3,L1-3,Robot,There could be three or four because one desk was underwater. I wonder what color its neck might be. Where do you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,37:05:00,A2-3,,Parent,"where do you say you think it's green? Yeah. Back at home plan similar fun. How to play with the grandma. Grab two microphones and sing a duet. You might want to try You are my sunshine or Happy Birthday. Or make up a new song together. Line up all her shoes to play shoe shop. Oh, we've never played that game before. That sounds fun. If your grandma likes fancy things, decorate her with ribbons, bows and stickers. Shout Tadah. When you encounter the mirror you think robot",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,37:46:00,A2-3,L2-2,Robot,can you count the number of orange beads you can see in grandma's hair,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
11,37:49:00,A2-3,L2-2,Parent,orange beads in her hair. are you counting them?,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,
11,38:01:00,A2-3,L2-2,Child,"1, 2, 3, 4, 5, 6, 7, 8, 9",,,,,,,,,,,1,,9,,1,,1,,1,,,,,,,,,,,,,,,,,
11,38:04:00,A2-3,L2-2,Parent,"Wow. Yeah, that sounds about right. Okay, let's see what robot thinks.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
11,38:13:00,A2-3,L2-2,Robot,Spot on. You can see the orange be?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,38:18:00,A2-3,,Parent,"Well, we were close. Soon it's time for dinner. Your grandma may be a yummy cook. But share to make everything tasty yummy. add sprinkles. Arrange the food to make silly faces. Shut your eyes as you take each bite and say mm",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,38:42:00,A2-3,L3-1,Robot,what do they have more of On the Table eggs or fries?,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
11,38:48:00,A2-3,L3-1,Child,wheres his nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,38:53:00,,L3-1,Parent,Where is his nose. I don't think he has one,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,39:06:00,A2-3,L3-1,Parent,"Oh, he doesn't have one of those either. You probably have speakers that he talks through. Because he's a robot. Maybe these are speakers. They probably can't smell. I'll tell you about how smelling works. It's very complicated. It's difficult to replicate with the machine it hasn't been achieved yet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,39:44:00,A2-3,L3-1,Parent,Do you want to ask answer the question about the eggs and the French fries which are there more of,,1,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,
11,39:55:00,A2-3,L3-1,Child,that one,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,39:59:00,A2-3,L3-1,Parent,That Sounds good. Right? Should we push the button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,40:07:00,A2-3,L3-1,Robot,there are more fries than eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,40:12:00,A2-3,,Parent,"I see a lot of French fries Okay, when it starts to get dark take your grandma outside to find the first star",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,40:25:00,A2-3,L2-3,Robot,how many dark green trees do you see over the fence,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
11,40:38:00,A2-3,L2-3,Parent,Do you know how many that was?,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11,40:39:00,A2-3,L2-3,Child,"1, 2, 3, 4, 5, 6",,,,,,,,,,,1,,6,,1,,,,1,,,,,,,,,,,,,,,,,
11,40:43:00,A2-3,L2-3,Parent,"Tada. Okay, surely robot will say the same.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
11,40:48:00,A2-3,L2-3,Robot,There are six of them. They look very tall.,,,,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,
11,40:52:00,A2-3,,Parent,Very green. Back inside snuggle up and read some books turn the pages slowly so she can find everything in the pictures ask your grandma for stories about what her mom when your mom was little but what was mom's favorite thing to do at the park? Did she ever get in trouble? Was her grandma as fun as you teach her how to say I love you without making a sound point to your eye. To your heart and to her. It's a nice idea,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,41:28:00,A2-3,L3-2,Robot,it looks like there are five books. What number comes after five?,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
11,41:35:00,A2-3,L3-2,Parent,"Yeah, you want to push the robot foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,41:41:00,A2-3,L3-2,Robot,number six comes after five.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
11,41:45:00,A2-3,,Parent,"Now that your grandma choose where she wants to sleep, the options are an attempt on the floor. On the couch in the little bed in the big bed if she asks should we leave the nightlight on the halllight the door open answer yep, yep, yep",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,42:07:00,A2-3,L4-1,Robot,if Grandma wants to put two more blankets on how many blankets would she have?,,,,,,,,,,,,,2,1,,,,,,,,1,,,,,,,,,,,,,,
11,42:14:00,A2-3,L4-1,Parent,Two more blankets. They already have one though. I think they have at least one although I actually don't know. How many are under this one. I don't think that question is answerable. Let's see if Misty thinks it is,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,1,,,1,,
11,42:43:00,A2-3,L4-1,Robot,she would be having three blankets on,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,
11,42:46:00,A2-3,,Parent,"Okay. Three. Once you're both tucked in, make shadow puppets. Have your shadow foxes kiss goodnight. If she's missing your mom and dad tell her they'll be here tomorrow. Bright and early",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,43:07:00,A2-3,L3-3,Robot,Can you see the eight fingers in the shadow? What number comes before eight,,,,,,,,,,,,,8,,1,,,,,,1,,,,,,,,,,,,,,,
11,43:16:00,A2-3,L3-3,Child,seven,,,,,,,,,,,1,,7,,1,,,,,,1,,,,,,,,,,,,,,,
11,43:17:00,A2-3,L3-3,Parent,indeed.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
11,43:25:00,A2-3,L3-3,Robot,Seven comes before eight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,43:28:00,A2-3,,Parent,In the morning when you hear a knock knock open the door dressed up as twins.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,43:38:00,A2-3,L4-2,Robot,"If we remove three flowers from the girls hat, how many flowers would there be left?",,,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,,,,,,,,
11,43:48:00,A2-3,L4-2,Parent,Taking away three of those flowers,,1,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,,,,,,1,,
11,43:51:00,A2-3,L4-2,Child,one,,,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,
11,43:56:00,A2-3,L4-2,Robot,there would be only one flower left.,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,
