ID,Timestamp,Conversation,Question Bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,,,,,,,,,,,
12,26:52:00,,,Child,Pete the cat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26:53:00,A2-2,,Parent,"Okay. All right. So on Pete the cat. If you look on the back, there's like a little tag right. So do you want to show Misty the tag?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:04:00,A2-2,,Robot,You want to read Pete the cat and the perfect pizza party?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:08:00,A2-2,,Parent,"Okay, and then we say yes, we do. Can you push the bumper?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:12:00,A2-2,,Child,"Yes, we do.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:13:00,A2-2,,Parent,Push Push. Yep.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:18:00,A2-2,,Robot,Let's begin reading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:20:00,A2-2,,Parent,"Okay, Pete the cat and the perfect pizza party. Pete the cat loves pizza. Pete the cat loves parties too Pete had an idea of what he could do. Show Misty the tag.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:40:00,A2-2,L1-1,Robot,Can you count the number of houses?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:45:00,A2-2,L1-1,Parent,How many houses are there?,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12,27:46:00,A2-2,L1-1,Child,"1,2.",,,,,,,,,1,,1,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:47:00,A2-2,L1-1,Parent,and then hit the answer button.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27:53:00,A2-2,L1-1,Robot,"One, two, I see two different colors of houses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,28:01:00,A2-2,,Parent,He would have the perfect pizza party.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,28:17:00,A2-2,L1-2,Robot,Can you count the number of animals having whiskers on the page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,28:24:00,A2-2,L1-2,Child,One?,,,,,,,,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,28:26:00,A2-2,L1-2,Parent,And then hit the answer button.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,28:28:00,A2-2,L1-2,Child,This one?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,28:30:00,A2-2,L1-2,Robot,Between the duck and Pete only Pete has whiskers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,28:35:00,A2-2,L1-2,Parent,"Yep. So just the one. Oh, all right. Pete's friends have all arrived. It was time to build the perfect pizza together. That would make the pizza even better. Pete thought the perfect pizza would be pepperoni with extra cheese. You want to show Misty the tag?Oh, turn green.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12,29:05:00,A2-2,L2-1,Robot,Can you count the number of friends Pete has at his party?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:09:00,A2-2,L2-1,Child,"1,2,3,4",,,,,,,,,1,,,1,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:14:00,A2-2,L2-1,Robot,"Pete has five friends who showed up to the party. Oh, that is so nice of them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:19:00,A2-2,L2-1,Parent,We missed the squirrel.,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12,29:20:00,A2-2,L2-1,Child,"1,2,3,4,5.",,,,,,,,,1,,1,,5,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:22:00,A2-2,L2-1,Parent,"I missed the squirrel too. I didn't see him. All right, you ready? It's a party, a party a pepperoni pizza party.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:33:00,A2-2,,Child,The tag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:34:00,A2-2,,Parent,"Hold on let's finish the page and then we can pin the tail on the unicorn. But everyone did not agree. Oh, let's hit the tag. Alright",1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:49:00,A2-2,,Child,Sorry Misty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:54:00,A2-2,,Parent,She got it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:54:00,A2-2,L1-3,Robot,How many of Pete's friends are green out of all his friends?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29:58:00,A2-2,L1-3,Parent,How many green friends does he have? Yeah,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12,30:07:00,A2-2,L1-3,Robot,Pete has two friends who are green. One is a frog and the other is an alligator.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,30:13:00,A2-2,,Parent,"That's pretty cool. Callie said, pepperoni would be just fine, but I really love pretzels on mine. Pete and the gang were puzzled. Pretzels. Well, that's something new. But maybe pretzels could be groovy too. Oh wanna show her the. Yeah.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,30:41:00,A2-2,L2-2,Robot,How many pretzels can you see in the picture?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,30:48:00,A2-2,L2-2,Child,"1,2,3,4,5,6 there's six.",,,,,,,,,1,,,1,6,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,30:52:00,A2-2,L2-2,Parent,Misty here. Let's flip it over. And then you hit the answer button right?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,30:58:00,A2-2,L2-2,Robot,I can see five pretzels in total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,31:03:00,A2-2,,Parent,"Maybe you should turn page it's a party a party a pepperoni pretzel pizza party. Oh my gosh, a tag. Okay. I'm going to go okay, she turned green.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,31:21:00,A2-2,L1-4,Robot,Can you count the number of Pete's friends in the pool in an animal shaped floaty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,31:27:00,A2-2,L1-4,Child,"1,2,3,4,5",,,,,,,,,1,,,1,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,31:32:00,A2-2,L1-4,Parent,we got that one already. Try again.,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,
12,31:38:00,A2-2,L1-4,Child,"1,1,2,3,4",,,,,,,,,1,,1,,4,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,31:44:00,A2-2,L1-4,Parent,answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,31:48:00,A2-2,L1-4,Robot,four of Pete's friends are in animal shaped floaties That looks like fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,31:57:00,A2-2,,Parent,"Squirrel said pepperoni and pretzels would be just fine. But I really love pistachios on mine. Pete and the gang we're puzzled. pistachios. Well, that's something new. But maybe pistachios could be groovy too. There's another tag. Oh she turned green.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,32:25:00,A2-2,L2-3,Robot,Can you count the total number of pretzels on the pizza and table?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,32:32:00,A2-2,L2-3,Child,"1,2,3,4,5,6,7,8,9,10",,,,,,,,,1,,,1,10,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,32:37:00,A2-2,L2-3,Parent,Hit the answer button.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,32:40:00,A2-2,L2-3,Robot,There are nine pretzels on the pizza and table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,32:44:00,A2-2,,Parent,"Okay, I think we counted this one twice. That's okay.",,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12,32:47:00,A2-2,,Child,Thanks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,32:49:00,A2-2,,Parent,It's a party a party a pepperoni pretzel pistachio pizza party. You ready to show her the number. Yeah. Okay. Keep hearing,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,33:05:00,A2-2,L3-1,Robot,We can see that there are two guitars here. What number comes after two?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,33:14:00,A2-2,L3-1,Parent,What number comes after two,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
12,33:20:00,A2-2,L3-1,Robot,Those guitars look like fun. The number three comes after two.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,33:25:00,A2-2,L3-1,Parent,"Yeah, 1,2,3,",,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12,33:28:00,A2-2,L3-1,Child,3,,,,,,,,,1,,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,33:32:00,A2-2,,Parent,"Grumpy Toad said pepperoni pretzels and pistachios would be just fine. But I really love pickles on mine. Pete and the gang were puzzled. Pickles. Well, that's something new. But maybe pickles could be groovy too. Right? Show her the tag",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,33:56:00,A2-2,,Child,"Okay, turn green.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,33:58:00,A2-2,L2-4,Robot,How many pretzels are on the pizza now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34:03:00,A2-2,L2-4,Child,"1,2,3,4,5",,,,,,,,,1,,,1,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34:04:00,A2-2,L2-4,Parent,Oh try again,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
12,34:08:00,A2-2,L2-4,Child,"1,2,3,4,5,6,7. now press answer.",,,,,,,,,1,,,1,7,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34:15:00,A2-2,L2-4,Robot,I see six pretzels on the pizza. Yummy. Oh my god.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34:23:00,A2-2,,Parent,"She's so excited.It's a party, a party, a pepperoni pretzel, pistachio pickle pizza party. Okay. Oh my gosh Here's one again. You ready? Do you want me to do it this time? She turned green.",1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34:46:00,A2-2,L3-2,Robot,Are there more cats or alligators?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34:58:00,A2-2,L3-2,Robot,That game looks fun. It looks like there are more cats than alligators.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35:04:00,A2-2,L3-2,Child,More cats?,,1,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35:05:00,A2-2,L3-2,Parent,How many cats are there?,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35:07:00,A2-2,L3-2,Child,Two.,,,,,,,,,1,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35:08:00,A2-2,L3-2,Parent,How many alligators are there?,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35:11:00,A2-2,L3-2,Child,One.,,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35:11:00,A2-2,L3-2,Parent,So are there more cats or alligators?,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12,35:15:00,A2-2,L3-2,Child,Alligator?,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35:16:00,A2-2,L3-2,Parent,"More cats? Because there's two cats, right? Are you excited to hear what Gus has to say? Gus said, pepperoni, pretzels pistachios and pickles would be just fine. But I really love popcorn on mine. Pete and the gang were puzzled. Popcorn. Well, that's something new. But maybe popcorn could be groovy too. All right.",1,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
12,35:48:00,A2-2,L4-1,Robot,How many friends would Pete have at the party If one more friend joined?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35:53:00,A2-2,L4-1,Parent,"All right, can we count it?",,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
12,35:55:00,A2-2,L4-1,Robot,Pete has five friends at the party. So if one more friend joined he would have six friends. That looks like fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,36:07:00,A2-2,,Child,Can I give her a hug?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,36:09:00,A2-2,,Parent,"Maybe at the end? Okay. It's a party a party a pepperoni pretzel, pistachio pickle popcorn pizza party. Okay, now Misty is going to ask you a question and I want you to try to answer it before you hit the answer button. Okay,",1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,36:23:00,A2-2,,Child,okay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,36:25:00,A2-2,,Parent,All right. Maybe she can turn green there she goes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,36:30:00,A2-2,L3-3,Robot,Which one of Pete's friends is third on the bus?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,36:37:00,A2-2,L3-3,Parent,Which one of Pete's friends is third on the bus?,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12,36:44:00,A2-2,L3-3,Robot,Seems like Toad is third on the bus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,36:49:00,A2-2,,Parent,"Cause 1,2,3. He's the caboose.Yeah. Alligator said pepperoni, pretzels, pistachios, pickles and popcorn would be just fine. But I really love papaya on mine. Now Pete and the gang were really puzzled. Papaya. Well, that's something new. But maybe papaya could be groovy too.",1,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12,37:26:00,A2-2,L4-2,Robot,How many papayas would there be if the alligator got one more?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,37:33:00,A2-2,L4-2,Parent,"How many papayas does he have? And if he got one more how many would he have? Yeah, yes for one more is five.",,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,
12,37:54:00,A2-2,L4-2,Robot,"If the alligator got one more papaya, there would have five papayas yummy. Good job.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,38:00:00,A2-2,L4-2,Parent,"It's a party a party a pepperoni pretzel, pistachio pickle popcorn papaya pizza party.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,38:10:00,A2-2,L4-2,Parent,Do you want to show her the time?,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,38:15:00,A2-2,L4-2,Parent,I think we gotta get it up there goes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,38:17:00,A2-2,L4-2,Robot,Are there more friends in the bouncy house or outside of the bouncy house? There are three friends inside and three friends outside. So there are equal amounts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,38:32:00,A2-2,,Parent,"Haha, yeah, but you've got to actually answer the questions illegally. peed and the gang piled the pepperoni, pretzels, pistachios, pickles, popcorn and papaya on top. The pizza was so high. They had to stop doing the pizza was done. Trying something new might be fun. They all built up the courage to take a first bite and the pepperoni pretzel pistachio pickle popcorn papaya pizza was let's get her to see in the tag hold on",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,39:12:00,A2-2,L4-3,Robot,how many slices of pizza would be left if two of Pete's friends ate their slices.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,39:18:00,A2-2,L4-3,Parent,How many slices of pizza would be left if two of Pete's friends ate their slices,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
12,39:25:00,A2-2,L4-3,Child,to two,,,,,,,,,1,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,39:31:00,A2-2,L4-3,Robot,"if Pete's friends ate two slices, there would only be two left for the group",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,39:41:00,A2-2,,Parent,"out Okay, so the purple line and the pepperoni pretzel pistachio pickle popcorn papaya pizza was out of sight dining might just right. In the end. The perfect pizza is a pizza shared with friends. It's Last question.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,40:01:00,A2-2,L4-4,Robot,How many friends would Pete have at his party if he invited three more friends?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,40:06:00,A2-2,L4-4,Parent,"Okay, so how many friends is Pete having this party right now?",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
12,40:10:00,A2-2,L4-4,Parent,How many friends is Pete have at this party?,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
12,40:20:00,A2-2,L4-4,Parent,What happens if he invited three more?,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
12,40:21:00,A2-2,L4-4,Child,516,,,,,,,,,1,1,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
