ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,,,,,,,,,,,
7,57:46:00,A2-3,,Parent,Do you like wearing skirt better or pants better?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,57:50:00,A2-3,,Child,Shorts better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,57:52:00,A2-3,,Parent,Pants is kind of different than normal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,57:54:00,A2-3,L1-2,Robot,How many bows are there in the little girl's hair?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,57:59:00,A2-3,L1-2,Parent,How many bows does she have?,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,58:06:00,A2-3,L1-2,Researcher,It accidentally skipped that one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,58:07:00,A2-3,L1-2,Parent,Oh its not that one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,58:08:00,A2-3,L1-2,Researcher,oh no worries. No worries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,58:10:00,A2-3,L1-2,Parent,Let's see what does Misty say.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,58:12:00,A2-3,L1-2,Robot,There are 2 red bows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1:04:32,A2-3,L3-2,Robot,It looks like there are 5 books. What number comes after 5?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1:04:57,A2-3,L3-2,Parent,[spanish]  which number comes after 5?,,1,,,,,,,,,,,5,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,1:05:13,A2-3,L3-2,Parent,"[spanish counting] 1, 2, 3, 4, 5, 6",,1,,,,,,,,,,,6,,1,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
