zfh,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,,,,,,,,,,,
2,50:42:00,A2-2,,Parent,"It's a party, a party, a pepperoni pizza party.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50:53:00,A2-2,L1-3,Robot,How many of Pete's friends are not green?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50:57:00,A2-2,L1-3,Parent,How many are not green?,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2,50:59:00,A2-2,L1-3,Child,Pete's not green. He's not green. He's not green. She's not green except for these 2 are green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,51:10:00,A2-2,L1-3,Parent,"So 1, 2, 3",,1,,,,,,,,,,,3,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2,51:13:00,A2-2,L1-3,Child,4,,,,,,,,,1,,,1,4,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,51:17:00,A2-2,L1-3,Robot,Pete has 3 friends who are not all green. He has so many friends.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,51:24:00,A2-2,,Parent,"But everyone did not agree. Pin the tail on the uniform. Kelly said pepperoni will be just fine, but I really like pretzels on mine.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,51:37:00,A2-2,,Child,Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,51:42:00,A2-2,L2-2,Robot,How many animals are wearing a hat?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,51:45:00,A2-2,L2-2,Child,Animals? [mubling],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,51:55:00,A2-2,L2-2,Parent,"Count, 1,2...",,1,,,,,,,,,,,2,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2,51:57:00,A2-2,L2-2,Child,"1, 2, 3, 4, 5",,,,,,,,,1,,,1,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,52:08:00,A2-2,L2-2,Robot,There are 6 animals wearing a hat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,52:13:00,A2-2,,Child,Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,52:14:00,A2-2,,Parent,"Pete and the gang were puzzled. Puzzled pretzels. Well, that's something new but maybe pretzels could be groovy too. It's a party a party a pepperoni pretzel pizza party.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,52:33:00,A2-2,L1-4,Robot,Can you count the number of Pete's friends in the pool in an animal shaped floaty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,52:39:00,A2-2,L1-4,Child,"1, 2, 3, 4, 5, 6.",,,,,,,,,1,,,1,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,52:50:00,A2-2,L1-4,Robot,4 of Pete's friends are in animal shaped floaties. That looks like fun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,52:59:00,A2-2,L1-4,Child,"But this, sharks in a pool.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53:04:00,A2-2,,Parent,"The squirrel said pepperoni and pretzels will would be just fine but I really love pistachoes on mine. Pete and the gang were puzzled pistachios. Well, that's something new but maybe pistachoes could be groovy too.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53:28:00,A2-2,L2-3,Robot,Can you count the total number of pretzels on the pizza and table?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53:35:00,A2-2,L2-3,Child,"1, 2, 3, 4, 5, 6, 7, 8, 9, uhhh",,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53:53:00,A2-2,L2-3,Parent,10,,1,,,,,,,,,,1,9,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2,53:53:00,A2-2,L2-3,Child,10,,,,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53:53:00,A2-2,L2-3,Parent,11,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2,53:53:00,A2-2,L2-3,Child,11,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53:58:00,A2-2,L2-3,Robot,There are 9 pretzels on the pizza and table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,54:07:00,A2-2,,Child,That's all he says?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,54:11:00,A2-2,,Parent,it's a party a party pepperoni pretzel pistachio pizza party,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,54:23:00,A2-2,L3-1,Robot,We can see that there are 2 guitars here. What number comes after 2?,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,54:29:00,A2-2,L3-1,Child,1,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,54:31:00,A2-2,L3-1,Parent,After 2?,,1,,,,,,,,,,,2,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2,54:36:00,A2-2,L3-1,Child,3?,,,,,,,,,1,,1,,3,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,54:40:00,A2-2,L3-1,Robot,Those guitars look like fun. The number 3 comes after 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,54:55:00,A2-2,,Parent,"Grumpy toad said  pepperoni, pretzels and pistachios will be just fine, but I really love pickles on mine",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55:07:00,A2-2,L2-4,Robot,How many pretzels are on the pizza now?,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55:12:00,A2-2,L2-4,Parent,Okay count.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55:17:00,A2-2,L2-4,Child,"1, 2, 3, 4, 5, 6",,,,,,,,,1,,1,,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55:28:00,A2-2,L2-4,Robot,I see 6 pretzels on the pizza. Yummy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55:35:00,A2-2,,Parent,"Again, we're puzzled pickles. Well, that's something new, but maybe pickles could be groovy too. It's a party, a party, a pepperoni, pretzels, pistachios and pickles. Pizza party.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55:51:00,A2-2,,Robot,I see 6 pretzels on the pizza. Yummy.,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55:56:00,A2-2,,Researcher,"Oh, because you Yeah,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55:57:00,A2-2,L3-2,Robot,Are there more cats or alligators?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,56:04:00,A2-2,L3-2,Child,"1, 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,56:07:00,A2-2,L3-2,Parent,But there's more cats.,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2,56:09:00,A2-2,L3-2,Child,"Oh, 1, 2 cats.",,,,,,,,,1,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,56:17:00,A2-2,L3-2,Robot,That game looks fun. It looks like there are more cats than alligators.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,56:22:00,A2-2,,Child,Than alligators?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,56:32:00,A2-2,,Parent,"Gut said pepperoni pretzels pistachios, pickles will be just fine, but I really love popcorn on my Pete and the gang were puzzled. Popcorn? Well, that's something new but maybe popcorn could be groovy too.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,56:53:00,A2-2,L4-1,Robot,How many friends would Pete have at the party if 1 more friend joined?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57:03:00,A2-2,L4-1,Parent,Count the friends,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
2,57:05:00,A2-2,L4-1,Child,"okay the pickles? 1, 2, 3, 4, 5",,,,,,,,,1,,1,,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57:14:00,A2-2,L4-1,Parent,And then 1 more.,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57:15:00,A2-2,L4-1,Child,"Yeah, give it up for 1, 2, 3, 4, 5",,,,,,,,,,,,,5,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2,57:31:00,A2-2,L4-1,Robot,Pete has 5 friends at the party. So if 1 more friend he would have 6 friends. That looks like fun.,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57:39:00,A2-2,,Researcher,"Do you need to take a break or something? Okay, let's take a break",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,58:10:00,A2-2,,Parent,Gonna take a little break you're tired right? You're tired?,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,58:15:00,A2-2,,Child,It's a bit tiring. [Child] really wants to stay in and see the robot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,58:39:00,A2-2,,Researcher,Okay. yeah for sure. Do you like Misty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,58:59:00,A2-2,,Child,mmhm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59:10:00,A2-2,,Researcher,Is it doing okay?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59:12:00,A2-2,,Parent,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59:14:00,A2-2,,Researcher,Is somebody with her?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59:15:00,A2-2,,Researcher,Okay. Let's get started this page.I think because you had get back before you can press repeat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59:15:00,A2-2,,Parent,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59:32:00,A2-2,,Robot,How many friends would Pete have at the party if 1 more friend joined?,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59:38:00,A2-2,,Parent,"Okay, check how many friends?",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
2,59:41:00,A2-2,,Child,"1, 2, 3, 4, 5, 6.",,,,,,,,,1,,,1,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59:50:00,A2-2,,Robot,Pete has 5 friends at the party. So if 1 more friend joined he would have 6 friends. So that looks like fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59:59:00,A2-2,,Parent,It's a party A party a pepperoni pretzel pistachio pickle popcorn pizza party.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:00:13,A2-2,L3-3,Robot,Which one of Pete's friends is 3rd on the bus?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:00:19,A2-2,L3-3,Parent,Which one is the 3rd? Listen,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
2,1:00:28,A2-2,L3-3,Robot,Which one of Pete's friends is 3rd on the bus?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:00:32,A2-2,L3-3,Child,3rd?,,,,,,,,,1,1,,,3,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:00:36,A2-2,L3-3,Parent,"1, 2, 3. The alligator or crocodile",,1,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2,1:00:41,A2-2,L3-3,Child,"one? Oh,",,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:00:45,A2-2,L3-3,Parent,What is that crocodile?,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2,1:00:49,A2-2,L3-3,Robot,Seems like Toad is 3rd on the bus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:00:53,A2-2,L3-3,Child,Where's the toad?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:00:55,A2-2,L3-3,Parent,"This is a toad, I thought it was a crocodile.",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:00:55,A2-2,,Parent,"So sit down [child] Alligators said pepperoni, pretzels, pistachios, pickles and popcorn will be just fine, but I really love papaya on mine. Now Pete and the gang were really puzzled. papaya? Well, that's something new, but maybe papaya could be groovy too. You like papaya?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:01:31,A2-2,L4-2,Robot,"If we took away 3 of the snacks on the table, how many would there be left?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:01:38,A2-2,L4-2,Parent,"So if you took away 3, minus 3",,1,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2,1:01:45,A2-2,L4-2,Child,Minus 4,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:01:46,A2-2,L4-2,Parent,"No, 3. Oh, minus 3. So if you took out this one, this one and this one. How many do you have?",,1,,,,,,,,,,,3,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
2,1:02:04,A2-2,L4-2,Parent & Child,"1, 2, 3, oh 3.",,,,,,,,,1,,,,3,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2,1:02:09,A2-2,L4-2,Robot,"There are 6 snacks on the table. So if we took away 3 of them, there would be 3 snacks left.",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:02:18,A2-2,,Parent,"Bounce House. It's a party a party, pepperoni, pretzels, pistachio, pickle, popcorn, papaya pizza party.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:02:30,A2-2,L3-4,Robot,Are there more alligators or cats than the bouncy house?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:02:35,A2-2,L3-4,Child,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:02:38,A2-2,L3-4,Parent,"Yes, that's your answer?",,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2,1:02:43,A2-2,L3-4,Robot,There's one alligator and one cat in the bouncy house. So there are equal amounts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:02:48,A2-2,,Parent,"Pete and the gang piled the pepperoni, pretzels, pistachios, pickles, popcorn, and papaya on top. The pizza was so high they had to stop. Ding the pizza was done. Trying something new. Might be fun. They all been built up the courage to take a first bite and the pepperoni, pretzel, pistachio, pickle ,popcorn, papaya pizza",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:03:25,A2-2,L4-3,Robot,How many papayas would there be if Pete the cat added 2 more to the pizza?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:03:31,A2-2,L4-3,Parent,"If Pete added 2 more, how many would it be? How many how many is that?",,1,,,,,,,,,,,2,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2,1:03:37,A2-2,L4-3,Child,4,,,,,,,,,1,,1,,4,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:03:40,A2-2,L4-3,Robot,If Pete added 2 more papayas. There would be 4 on the pizza now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:03:48,A2-2,,Parent,Out of sight. Dynamite just right. In the end the perfect pizza shared with friends,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1:04:04,A2-2,L4-4,Robot,How many animals would be wearing hats if we took away 1 of them?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
